"ResponseId","geo_zipcode","SWLS","MLQ_P","PRLQ","walkscore_walkscore","walkscore_transitscore","walkscore_bikescore","walkscore_city_name","walkscore_state_name","mobility_city_name","mobility_msa_name","mobility_score","Seg_Rank","Seg_City","Seg_State","Segregation_Divergence_Score","Segregation_Category","ZIP_FIPS","ZIP_Name","ZIP_X3_Digit_Tabulation","ZIP_X5_Digit_Tabulation","ZIP_Area_Name","ZIP_Zipcode_Zone","ZIP_State_Territory","ZIP_Total_Population","ZIP_Population_Density","ZIP_Area","ZIP_Total_Population1","ZIP_Total_Population_Male","ZIP_Total_Population_Female","ZIP_X_Total_Population_Male","ZIP_X_Total_Population_Female","ZIP_Total_Population2","ZIP_Total_Population_Under_5_Years","ZIP_Total_Population_5_to_9_Years","ZIP_Total_Population_10_to_14_Years","ZIP_Total_Population_15_to_17_Years","ZIP_Total_Population_18_to_24_Years","ZIP_Total_Population_25_to_34_Years","ZIP_Total_Population_35_to_44_Years","ZIP_Total_Population_45_to_54_Years","ZIP_Total_Population_55_to_64_Years","ZIP_Total_Population_65_to_74_Years","ZIP_Total_Population_75_to_84_Years","ZIP_Total_Population_85_Years_And_Over","ZIP_X_Total_Population_Under_5_Years","ZIP_X_Total_Population_5_to_9_Years","ZIP_X_Total_Population_10_to_14_Years","ZIP_X_Total_Population_15_to_17_Years","ZIP_X_Total_Population_18_to_24_Years","ZIP_X_Total_Population_25_to_34_Years","ZIP_X_Total_Population_35_to_44_Years","ZIP_X_Total_Population_45_to_54_Years","ZIP_X_Total_Population_55_to_64_Years","ZIP_X_Total_Population_65_to_74_Years","ZIP_X_Total_Population_75_to_84_Years","ZIP_X_Total_Population_85_Years_And_Over","ZIP_Total_Population3","ZIP_Total_Population_White_Alone","ZIP_Total_Population_Black_or.African_American_Alone","ZIP_Total_Population_American_Indian_And_Native_Alaskan_Alone","ZIP_Total_Population_Asian_Alone","ZIP_Total_Population_Native_Hawaiian_And_Other_Pacific_Islander_Alone","ZIP_Total_Population_Some_Other_Race_Alone","ZIP_Total_Population_Two_Or_More_Races","ZIP_X_Total_Population_White_Alone","ZIP_X_Total_Population_Black_or_African_American_Alone","ZIP_X_Total_Population_American_Indian_And_Native_Alaskan_Alone","ZIP_X_Total_Population_Asian_Alone","ZIP_X_Total_Population_Native_Hawaiian_And_Other_Pacific_Islander_Alone","ZIP_X_Total_Population_Some_Other_Race_Alone","ZIP_X_Total_Population_Two_Or_More_Races","ZIP_Households","ZIP_Households_Family_Households","ZIP_Households_Married_Couple_Family","ZIP_Households_Other_Family","ZIP_Households_Male_Householder_No_Wife_Present","ZIP_Households_Female_Householder_No_Husband_Present","ZIP_Households_Nonfamily_Households","ZIP_Nonfamily_Households_Male_Householder","ZIP_Nonfamily_Households_Female_Householder","ZIP_X_Households_Family_Households","ZIP_X_Households_Married_Couple_Family","ZIP_X_Households_Other_Family","ZIP_X_Households_Male_Householder_No_Wife_Present","ZIP_X_Households_Female_Householder_No_Husband_Present","ZIP_X_Households_Nonfamily_Households","ZIP_X_Nonfamily_Households_Male_Householder","ZIP_X_Nonfamily_Households_Female_Householder","ZIP_Median_Household_Income","ZIP_Housing_Units","ZIP_Occupied_Housing_Units","ZIP_Owner_Occupied","ZIP_Renter_Occupied","ZIP_X_Owner_Occupied","ZIP_X_Renter_Occupied","ZIP_Population_With_Poverty_Status","ZIP_Poverty_Status_Under_1.00","ZIP_Poverty_Status_1.00_to_1.99","ZIP_Poverty_Status_Under_2.00","ZIP_Poverty_Status_2.00_and_Over","ZIP_X_Poverty_Status_Under_1.00","ZIP_X_Poverty_Status_1.00_to_1.99","ZIP_X_Poverty_Status_Under_2.00","ZIP_X_Poverty_Status_2.00_and_Over","ZIP_Total_Population_Last","ZIP_Total_Not_Hispanic","ZIP_Total_Not_Hispanic_White_Alone","ZIP_Total_Not_Hispanic_Black_Alone","ZIP_Total_Not_Hispanic_American_Indian_Native_Alaskan_Alone","ZIP_Total_Not_Hispanic_Asian_Alone","ZIP_Total_Not_Hispanic_Native_Hawaiian_Pacific_Islander","ZIP_Total_Not_Hispanic_Other_Race","ZIP_Total_Not_Hispanic_Two_or_More_Races","ZIP_Total_Hispanic","ZIP_X_Not_Hispanic","ZIP_X_Not_Hispanic_White_Alone","ZIP_X_Not_Hispanic_Black_Alone","ZIP_X_Not_Hispanic_American_Indian_Native_Alaskan_Alone","ZIP_X_Not_Hispanic_Asian_Alone","ZIP_X_Not_Hispanic_Native_Hawaiian_Pacific_Islander","ZIP_X_Not_Hispanic_Other_Race","ZIP_X_Not_Hispanic_Two_or_More_Races","ZIP_X_Hispanic"
"R_pLZE8bU8NcLGonv",98105,4,8.09,3.19,0.87,0.69,0.62,"Seattle","WA","Seattle city","Seattle-Tacoma-Bellevue_WA Metro Area",0.17,101,"Seattle city"," WA",0.1043,"Low-Medium Segregation",98105,"ZCTA5 98105",981,98105,"ZCTA5 98105","West Coast (includes Hawaii/Alaska)","WA",50302,13109.23,3.83714326089542,50302,25660,24642,51.01,48.99,50302,1676,1540,1452,831,20717,9653,4704,3594,2292,2070,1386,387,3.33,3.06,2.89,1.65,41.19,19.19,9.35,7.14,4.56,4.12,2.76,0.77,50302,30329,1725,563,11958,146,828,4753,60.29,3.43,1.12,23.77,0.29,1.65,9.45,17875,6730,5571,1159,390,769,11145,6537,4608,37.65,31.17,6.48,2.18,4.3,62.35,36.57,25.78,75214,19940,17875,5677,12198,31.76,68.24,42292,10839,4585,15424,26868,25.63,10.84,36.47,63.53,50302,46941,28803,1694,476,11919,114,90,3845,3361,93.32,57.26,3.37,0.95,23.69,0.23,0.18,7.64,6.68
"R_2yeikRZaRcZAp0B",85016,4.71,7.93,7.57,0.83,0.51,0.91,"Phoenix","AZ","Phoenix city","Phoenix-Mesa-Scottsdale_AZ Metro Area",0.16,40,"Phoenix city"," AZ",0.2429,"High Segregation",85016,"ZCTA5 85016",850,85016,"ZCTA5 85016","Western Interior (Around CO)","AZ",37025,4517.426,8.19603874612547,37025,18835,18190,50.87,49.13,37025,1465,1490,1844,705,3253,8744,5158,4498,4150,3376,1682,660,3.96,4.02,4.98,1.9,8.79,23.62,13.93,12.15,11.21,9.12,4.54,1.78,37025,26334,1541,496,1649,157,2705,4143,71.12,4.16,1.34,4.45,0.42,7.31,11.19,18559,8199,5489,2710,863,1847,10360,5435,4925,44.18,29.58,14.6,4.65,9.95,55.82,29.28,26.54,80315,21536,18559,9244,9315,49.81,50.19,36750,4340,4812,9152,27598,11.81,13.09,24.9,75.1,37025,25715,21102,1459,318,1629,157,161,889,11310,69.45,56.99,3.94,0.86,4.4,0.42,0.43,2.4,30.55
"R_1oChg7IPnlorzWx",19103,5.64,9.47,7.72,0.97,0.8,0.19,"Philadelphia","PA","Philadelphia city","Philadelphia-Camden-Wilmington_PA-NJ-DE-MD Metro Area",0.115,11,"Philadelphia city"," PA",0.3974,"High Segregation",19103,"ZCTA5 19103",191,19103,"ZCTA5 19103","Lower North East (Arond NY)","PA",25705,39822.4,0.645491021580023,25705,11760,13945,45.75,54.25,25705,558,430,345,148,2293,9000,3053,2135,2281,2535,1770,1157,2.17,1.67,1.34,0.58,8.92,35.01,11.88,8.31,8.87,9.86,6.89,4.5,25705,18230,1352,25,3738,0,451,1909,70.92,5.26,0.1,14.54,0,1.75,7.43,16759,4116,3686,430,129,301,12643,5715,6928,24.56,21.99,2.57,0.77,1.8,75.44,34.1,41.34,93740,19482,16759,5079,11680,30.31,69.69,25155,2204,1908,4112,21043,8.76,7.58,16.35,83.65,25705,24343,17567,1247,23,3738,0,173,1595,1362,94.7,68.34,4.85,0.09,14.54,0,0.67,6.21,5.3
"R_1pY90WHA7mLssdy",85202,8.66,6.53,3.95,0.38,0.83,0.4,"Mesa","AZ","Mesa city","Phoenix-Mesa-Scottsdale_AZ Metro Area",0.16,97,"Mesa city"," AZ",0.1146,"Low-Medium Segregation",85202,"ZCTA5 85202",852,85202,"ZCTA5 85202","Western Interior (Around CO)","AZ",39894,6397.496,6.23587715464319,39894,20287,19607,50.85,49.15,39894,2925,2416,2282,1125,4839,7814,5306,4435,4118,2839,1255,540,7.33,6.06,5.72,2.82,12.13,19.59,13.3,11.12,10.32,7.12,3.15,1.35,39894,25253,3038,1770,1038,146,4053,4596,63.3,7.62,4.44,2.6,0.37,10.16,11.52,16917,9433,5634,3799,1338,2461,7484,4017,3467,55.76,33.3,22.46,7.91,14.55,44.24,23.75,20.49,61522,18092,16917,8159,8758,48.23,51.77,39772,6302,7837,14139,25633,15.85,19.7,35.55,64.45,39894,26539,19777,2697,1201,937,146,167,1614,13355,66.52,49.57,6.76,3.01,2.35,0.37,0.42,4.05,33.48
"R_3ffsaViZSabsV6G",35242,7.8,4.26,9.3,0.36,0.47,0.34,"Birmingham","AL","Birmingham city","Birmingham-Hoover_AL Metro Area",0.133,NA,NA,NA,NA,NA,35242,"ZCTA5 35242",352,35242,"ZCTA5 35242","South East (Around FL)","AL",56466,1078.19,52.3711090553315,56466,27238,29228,48.24,51.76,56466,2411,2898,3163,2709,4800,6194,7283,8009,8287,6335,3399,978,4.27,5.13,5.6,4.8,8.5,10.97,12.9,14.18,14.68,11.22,6.02,1.73,56466,45624,5831,141,2095,6,950,1819,80.8,10.33,0.25,3.71,0.01,1.68,3.22,23290,16368,14201,2167,395,1772,6922,2768,4154,70.28,60.97,9.3,1.7,7.61,29.72,11.88,17.84,115541,24835,23290,17107,6183,73.45,26.55,56277,3157,4197,7354,48923,5.61,7.46,13.07,86.93,56466,54654,45012,5831,141,2087,6,234,1343,1812,96.79,79.72,10.33,0.25,3.7,0.01,0.41,2.38,3.21
"R_2Pze9zCOr6ZV5o5",78741,9.21,3.68,3.68,0.6,0.21,0.03,"Austin","TX","Austin city","Austin-Round Rock-Georgetown_TX Metro Area",0.181,76,"Austin city"," TX",0.1613,"Low-Medium Segregation",78741,"ZCTA5 78741",787,78741,"ZCTA5 78741","Central South (Around TX)","TX",45780,5877.431,7.78911794185919,45780,24520,21260,53.56,46.44,45780,2604,2081,1395,825,7984,14667,6827,3658,3693,1344,503,199,5.69,4.55,3.05,1.8,17.44,32.04,14.91,7.99,8.07,2.94,1.1,0.43,45780,26239,4955,884,1704,38,6342,5618,57.32,10.82,1.93,3.72,0.08,13.85,12.27,22410,6868,3585,3283,1128,2155,15542,8418,7124,30.65,16,14.65,5.03,9.62,69.35,37.56,31.79,59049,24050,22410,4147,18263,18.51,81.49,45583,11046,9678,20724,24859,24.23,21.23,45.46,54.54,45780,23170,15507,4666,74,1627,38,20,1238,22610,50.61,33.87,10.19,0.16,3.55,0.08,0.04,2.7,49.39
"R_31ZCdYgHWy9Jzqg",75243,3.95,6.44,6.59,0.41,0.98,0.99,"Dallas","TX","Dallas city","Dallas-Fort Worth-Arlington_TX Metro Area",0.147,12,"Dallas city"," TX",0.3968,"High Segregation",75243,"ZCTA5 75243",752,75243,"ZCTA5 75243","Central South (Around TX)","TX",63047,6845.673,9.20975927301594,63047,30888,32159,48.99,51.01,63047,5125,4307,3720,1637,6286,11184,10383,8248,5749,4012,1651,745,8.13,6.83,5.9,2.6,9.97,17.74,16.47,13.08,9.12,6.36,2.62,1.18,63047,18691,28639,157,4901,32,5106,5521,29.65,45.42,0.25,7.77,0.05,8.1,8.76,27520,13914,8547,5367,1498,3869,13606,7095,6511,50.56,31.06,19.5,5.44,14.06,49.44,25.78,23.66,47319,31253,27520,7163,20357,26.03,73.97,62775,12199,16747,28946,33829,19.43,26.68,46.11,53.89,63047,49741,14269,28301,157,4891,28,341,1754,13306,78.9,22.63,44.89,0.25,7.76,0.04,0.54,2.78,21.1
"R_3Mn8Dm8N3CX9Kx0",92626,8.17,9.29,2.65,0.7,0.97,0.99,"Santa Ana","CA","Santa Ana city","Los Angeles-Long Beach-Anaheim_CA Metro Area",0.103,14,"Santa Ana city"," CA",0.3762,"High Segregation",92626,"ZCTA5 92626",926,92626,"ZCTA5 92626","West Coast (includes Hawaii/Alaska)","CA",50198,5173.118,9.70362488165968,50198,25902,24296,51.6,48.4,50198,2540,2148,2667,1358,4142,10338,7253,6223,6420,4173,2106,830,5.06,4.28,5.31,2.71,8.25,20.59,14.45,12.4,12.79,8.31,4.2,1.65,50198,29050,1135,537,6873,250,6384,5969,57.87,2.26,1.07,13.69,0.5,12.72,11.89,19313,11558,8675,2883,1137,1746,7755,4133,3622,59.85,44.92,14.93,5.89,9.04,40.15,21.4,18.75,105281,20355,19313,8100,11213,41.94,58.06,49875,4438,6129,10567,39308,8.9,12.29,21.19,78.81,50198,35093,24647,1075,43,6777,242,254,2055,15105,69.91,49.1,2.14,0.09,13.5,0.48,0.51,4.09,30.09
"R_3s5JXMw15uGKbvz",27107,2.58,4.72,3.7,0.17,0.26,0.47,"Winston-Salem","NC","Winston-Salem city","Winston-Salem_NC Metro Area",0.116,64,"Winston-Salem city"," NC",0.1851,"High Segregation",27107,"ZCTA5 27107",271,27107,"ZCTA5 27107","Central East Coast (Around VA)","NC",50384,761.2693,66.1841954480098,50384,25189,25195,49.99,50.01,50384,2245,3430,5020,2598,4160,6218,5899,6769,6415,4940,1988,702,4.46,6.81,9.96,5.16,8.26,12.34,11.71,13.43,12.73,9.8,3.95,1.39,50384,26077,14836,394,672,0,3314,5091,51.76,29.45,0.78,1.33,0,6.58,10.1,18581,12595,8035,4560,1231,3329,5986,2694,3292,67.78,43.24,24.54,6.63,17.92,32.22,14.5,17.72,54176,20425,18581,12968,5613,69.79,30.21,50278,11067,10110,21177,29101,22.01,20.11,42.12,57.88,50384,39415,22619,14027,56,609,0,27,2077,10969,78.23,44.89,27.84,0.11,1.21,0,0.05,4.12,21.77
"R_uwSySi1M8ORAq4x",76014,2.3,1.55,8.33,0.03,0.54,0.37,"Arlington","TX","Arlington city","Dallas-Fort Worth-Arlington_TX Metro Area",0.147,81,"Arlington city"," TX",0.15,"Low-Medium Segregation",76014,"ZCTA5 76014",760,76014,"ZCTA5 76014","Central South (Around TX)","TX",32805,5719.383,5.73575823517329,32805,16875,15930,51.44,48.56,32805,2416,2629,2796,1420,3559,5399,4373,3960,2901,2300,658,394,7.36,8.01,8.52,4.33,10.85,16.46,13.33,12.07,8.84,7.01,2.01,1.2,32805,9771,8453,144,2816,69,5574,5978,29.79,25.77,0.44,8.58,0.21,16.99,18.22,10687,7389,4947,2442,868,1574,3298,1636,1662,69.14,46.29,22.85,8.12,14.73,30.86,15.31,15.55,60894,11263,10687,5097,5590,47.69,52.31,32592,5145,8685,13830,18762,15.79,26.65,42.43,57.57,32805,19091,6316,8248,93,2816,69,54,1495,13714,58.2,19.25,25.14,0.28,8.58,0.21,0.16,4.56,41.8
"R_8CkIwqCGjcSNmZX",70114,7.01,2.2,3.79,0.39,0.19,0.83,"New Orleans","LA","New Orleans city","New Orleans-Metairie_LA Metro Area",0.118,23,"New Orleans city"," LA",0.3226,"High Segregation",70114,"ZCTA5 70114",701,70114,"ZCTA5 70114","Central South (Around TX)","LA",22010,4355.378,5.05352225570157,22010,9817,12193,44.6,55.4,22010,1301,1255,1256,615,1671,3130,2886,2734,2949,2667,936,610,5.91,5.7,5.71,2.79,7.59,14.22,13.11,12.42,13.4,12.12,4.25,2.77,22010,4111,16326,81,138,0,538,816,18.68,74.18,0.37,0.63,0,2.44,3.71,9359,4461,2210,2251,220,2031,4898,2106,2792,47.67,23.61,24.05,2.35,21.7,52.33,22.5,29.83,40175,11813,9359,4014,5345,42.89,57.11,21860,5640,4918,10558,11302,25.8,22.5,48.3,51.7,22010,21063,3855,16292,60,132,0,117,607,947,95.7,17.51,74.02,0.27,0.6,0,0.53,2.76,4.3
"R_1gqnpdjCmLmvlDH",45202,6.06,8.08,9.22,0.63,0.91,0.4,"Cincinnati","OH","Cincinnati city","Cincinnati_OH-KY-IN Metro Area",0.139,26,"Cincinnati city"," OH",0.3006,"High Segregation",45202,"ZCTA5 45202",452,45202,"ZCTA5 45202","Great Lakes (Around MI)","OH",16259,6103.907,2.66370384727651,16259,8619,7640,53.01,46.99,16259,525,392,423,199,1478,5778,2057,1753,1973,1155,428,98,3.23,2.41,2.6,1.22,9.09,35.54,12.65,10.78,12.13,7.1,2.63,0.6,16259,10877,3639,9,695,0,282,757,66.9,22.38,0.06,4.27,0,1.73,4.66,9436,2704,1978,726,197,529,6732,3632,3100,28.66,20.96,7.69,2.09,5.61,71.34,38.49,32.85,86765,11411,9436,2252,7184,23.87,76.13,15743,2235,1804,4039,11704,14.2,11.46,25.66,74.34,16259,15850,10720,3639,0,684,0,207,600,409,97.48,65.93,22.38,0,4.21,0,1.27,3.69,2.52
"R_pFwgzRe1vPvBvyh",76036,6.45,4.05,1.87,0.26,0.58,0.06,"Fort Worth","TX","Fort Worth city","Dallas-Fort Worth-Arlington_TX Metro Area",0.147,44,"Fort Worth city"," TX",0.2232,"High Segregation",76036,"ZCTA5 76036",760,76036,"ZCTA5 76036","Central South (Around TX)","TX",30489,691.9954,44.059540044201,30489,15356,15133,50.37,49.63,30489,1794,1972,2866,1712,3010,4101,4437,3593,2842,2547,1393,222,5.88,6.47,9.4,5.62,9.87,13.45,14.55,11.78,9.32,8.35,4.57,0.73,30489,17628,6338,119,581,0,1114,4709,57.82,20.79,0.39,1.91,0,3.65,15.44,9920,7654,5892,1762,649,1113,2266,968,1298,77.16,59.4,17.76,6.54,11.22,22.84,9.76,13.08,89393,10656,9920,7382,2538,74.42,25.58,30427,1822,4645,6467,23960,5.99,15.27,21.25,78.75,30489,21683,14119,6338,66,551,0,0,609,8806,71.12,46.31,20.79,0.22,1.81,0,0,2,28.88
"R_1rIDifour4QGTid",50310,2.66,6.75,4.79,0.17,0.03,0.94,"Des Moines","IA","Des Moines city","Des Moines-West Des Moines_IA Metro Area",0.15,92,"Des Moines city"," IA",0.1284,"Low-Medium Segregation",50310,"ZCTA5 50310",503,50310,"ZCTA5 50310","Northern Midwest (Around MN)","Other",31976,3979.093,8.03600171120484,31976,15388,16588,48.12,51.88,31976,2431,1874,1522,1334,2841,5485,4498,3394,4304,2363,1371,559,7.6,5.86,4.76,4.17,8.88,17.15,14.07,10.61,13.46,7.39,4.29,1.75,31976,21753,4352,16,3699,3,703,1450,68.03,13.61,0.05,11.57,0.01,2.2,4.53,13367,7585,5260,2325,787,1538,5782,2309,3473,56.74,39.35,17.39,5.89,11.51,43.26,17.27,25.98,73369,14193,13367,9297,4070,69.55,30.45,31765,3135,6043,9178,22587,9.87,19.02,28.89,71.11,31976,29866,20818,4273,16,3671,1,106,981,2110,93.4,65.11,13.36,0.05,11.48,0,0.33,3.07,6.6
"R_UMIuqyTe7ggPxbr",78748,8.72,5.21,6.13,0.15,0.84,0.6,"Austin","TX","Austin city","Austin-Round Rock-Georgetown_TX Metro Area",0.181,76,"Austin city"," TX",0.1613,"Low-Medium Segregation",78748,"ZCTA5 78748",787,78748,"ZCTA5 78748","Central South (Around TX)","TX",53550,3788.704,14.1341195403222,53550,26539,27011,49.56,50.44,53550,3589,3030,2434,1535,3231,11811,9499,6859,5677,3901,1441,543,6.7,5.66,4.55,2.87,6.03,22.06,17.74,12.81,10.6,7.28,2.69,1.01,53550,37882,3250,285,2876,0,1704,7553,70.74,6.07,0.53,5.37,0,3.18,14.1,23542,12963,9784,3179,1000,2179,10579,5099,5480,55.06,41.56,13.5,4.25,9.26,44.94,21.66,23.28,94143,24660,23542,13097,10445,55.63,44.37,53156,4573,5312,9885,43271,8.6,9.99,18.6,81.4,53550,36075,27142,3107,153,2716,0,120,2837,17475,67.37,50.69,5.8,0.29,5.07,0,0.22,5.3,32.63
"R_1YYGvhOcFTSgTOV",85207,8.6,5.93,1.17,0.97,0.04,0.68,"Mesa","AZ","Mesa city","Phoenix-Mesa-Scottsdale_AZ Metro Area",0.16,97,"Mesa city"," AZ",0.1146,"Low-Medium Segregation",85207,"ZCTA5 85207",852,85207,"ZCTA5 85207","Western Interior (Around CO)","AZ",48133,1638.137,29.3827647077902,48133,23745,24388,49.33,50.67,48133,2307,2353,2847,2090,3420,4662,5651,7409,7252,6349,2857,936,4.79,4.89,5.91,4.34,7.11,9.69,11.74,15.39,15.07,13.19,5.94,1.94,48133,41328,737,169,1176,30,1585,3108,85.86,1.53,0.35,2.44,0.06,3.29,6.46,18833,13721,11306,2415,734,1681,5112,2735,2377,72.86,60.03,12.82,3.9,8.93,27.14,14.52,12.62,94913,22229,18833,15444,3389,82,18,48016,4152,5162,9314,38702,8.65,10.75,19.4,80.6,48133,40479,37133,732,167,1176,30,6,1235,7654,84.1,77.15,1.52,0.35,2.44,0.06,0.01,2.57,15.9
"R_2rYCuGYtBfpD960",89509,2.14,4.56,3.46,0.89,0.2,0.44,"Reno","NV","Reno city","Reno_NV Metro Area",0.169,105,"Reno city"," NV",0.0908,"Low-Medium Segregation",89509,"ZCTA5 89509",895,89509,"ZCTA5 89509","Western Interior (Around CO)","NV",36048,4085.547,8.82329802300242,36048,17198,18850,47.71,52.29,36048,1619,1766,1633,994,2284,6491,5099,3933,4466,4574,2289,900,4.49,4.9,4.53,2.76,6.34,18.01,14.15,10.91,12.39,12.69,6.35,2.5,36048,27864,495,268,1740,183,2208,3290,77.3,1.37,0.74,4.83,0.51,6.13,9.13,16772,8689,6216,2473,754,1719,8083,3832,4251,51.81,37.06,14.74,4.5,10.25,48.19,22.85,25.35,78362,18177,16772,8859,7913,52.82,47.18,35868,2902,5303,8205,27663,8.09,14.78,22.88,77.12,36048,30488,25984,495,255,1707,183,167,1697,5560,84.58,72.08,1.37,0.71,4.74,0.51,0.46,4.71,15.42
"R_2dQHnioE1kSAtW5",23223,6.84,3.35,6.16,0.75,0.91,0.11,"Richmond","VA","Richmond city","Richmond_VA Metro Area",0.146,32,"Richmond city"," VA",0.2794,"High Segregation",23223,"ZCTA5 23223",232,23223,"ZCTA5 23223","Central East Coast (Around VA)","VA",55072,3303.479,16.670906583351,55072,27033,28039,49.09,50.91,55072,4310,3083,2521,2019,4348,11155,6397,6114,7791,4725,1883,726,7.83,5.6,4.58,3.67,7.9,20.26,11.62,11.1,14.15,8.58,3.42,1.32,55072,10163,40739,26,697,21,480,2946,18.45,73.97,0.05,1.27,0.04,0.87,5.35,24132,11659,5989,5670,1136,4534,12473,5830,6643,48.31,24.82,23.5,4.71,18.79,51.69,24.16,27.53,52246,26457,24132,10580,13552,43.84,56.16,53926,10298,10925,21223,32703,19.1,20.26,39.36,60.64,55072,53404,9893,40532,26,697,21,188,2047,1668,96.97,17.96,73.6,0.05,1.27,0.04,0.34,3.72,3.03
"R_1mKkMmfbSOasSj7",40517,5.92,6.58,9.33,0.81,0.72,0.77,"Lexington-Fayette","KY","Lexington-Fayette","Lexington-Fayette_KY Metro Area",0.195,NA,NA,NA,NA,NA,40517,"ZCTA5 40517",405,40517,"ZCTA5 40517","Great Lakes (Around MI)","KY",36263,5875.419,6.17198496672571,36263,17524,18739,48.32,51.68,36263,2872,2072,1937,1154,4486,7568,4309,3389,3528,2904,1436,608,7.92,5.71,5.34,3.18,12.37,20.87,11.88,9.35,9.73,8.01,3.96,1.68,36263,23422,8588,6,532,0,854,2861,64.59,23.68,0.02,1.47,0,2.36,7.89,16894,8522,4602,3920,848,3072,8372,4086,4286,50.44,27.24,23.2,5.02,18.18,49.56,24.19,25.37,50429,18185,16894,6364,10530,37.67,62.33,35815,7657,8501,16158,19657,21.38,23.74,45.12,54.88,36263,33831,22389,8570,6,532,0,167,2167,2432,93.29,61.74,23.63,0.02,1.47,0,0.46,5.98,6.71
"R_Z8liUHBpsIpuTVD",33614,9.02,4.63,5.15,0.89,0.13,0.61,"Tampa","FL","Tampa city","Tampa-St. Petersburg-Clearwater_FL Metro Area",0.159,33,"Tampa city"," FL",0.2787,"High Segregation",33614,"ZCTA5 33614",336,33614,"ZCTA5 33614","South East (Around FL)","FL",46844,4811.483,9.73587522413231,46844,23833,23011,50.88,49.12,46844,2323,1669,1964,1245,4439,7762,7696,6153,6548,3564,2310,1171,4.96,3.56,4.19,2.66,9.48,16.57,16.43,13.14,13.98,7.61,4.93,2.5,46844,21186,4953,135,1896,0,5196,13478,45.23,10.57,0.29,4.05,0,11.09,28.77,18644,10663,5638,5025,1644,3381,7981,3860,4121,57.19,30.24,26.95,8.82,18.13,42.81,20.7,22.1,50168,19739,18644,7828,10816,41.99,58.01,46421,7105,12356,19461,26960,15.31,26.62,41.92,58.08,46844,14897,8489,3837,87,1802,0,92,590,31947,31.8,18.12,8.19,0.19,3.85,0,0.2,1.26,68.2
"R_12n9P2jlro2HKNO",85021,8.85,2.24,4.56,0.17,0.66,0.47,"Phoenix","AZ","Phoenix city","Phoenix-Mesa-Scottsdale_AZ Metro Area",0.16,40,"Phoenix city"," AZ",0.2429,"High Segregation",85021,"ZCTA5 85021",850,85021,"ZCTA5 85021","Western Interior (Around CO)","AZ",39835,5738.463,6.94175417028959,39835,20502,19333,51.47,48.53,39835,3104,2593,2331,1372,3587,6467,5065,4386,4802,3695,1488,945,7.79,6.51,5.85,3.44,9,16.23,12.71,11.01,12.05,9.28,3.74,2.37,39835,22172,4715,1465,1165,82,3057,7179,55.66,11.84,3.68,2.92,0.21,7.67,18.02,16489,8961,5309,3652,1253,2399,7528,4026,3502,54.35,32.2,22.15,7.6,14.55,45.65,24.42,21.24,56410,17745,16489,6474,10015,39.26,60.74,39324,6998,8169,15167,24157,17.8,20.77,38.57,61.43,39835,26202,17224,4628,1112,1145,82,333,1678,13633,65.78,43.24,11.62,2.79,2.87,0.21,0.84,4.21,34.22
"R_1jBOqTmKHPGwd9r",78247,5.29,9.35,3.57,0.39,0.89,0.06,"San Antonio","TX","San Antonio city","San Antonio-New Braunfels_TX Metro Area",0.153,86,"San Antonio city"," TX",0.1411,"Low-Medium Segregation",78247,"ZCTA5 78247",782,78247,"ZCTA5 78247","Central South (Around TX)","TX",49888,3425.499,14.56371689753,49888,24115,25773,48.34,51.66,49888,3483,3139,2730,2087,4655,7107,7408,6643,5495,4647,1915,579,6.98,6.29,5.47,4.18,9.33,14.25,14.85,13.32,11.01,9.31,3.84,1.16,49888,31846,2881,276,1333,180,3464,9908,63.83,5.77,0.55,2.67,0.36,6.94,19.86,18576,12939,9481,3458,1039,2419,5637,2670,2967,69.65,51.04,18.62,5.59,13.02,30.35,14.37,15.97,84283,19223,18576,14000,4576,75.37,24.63,49452,3816,8311,12127,37325,7.72,16.81,24.52,75.48,49888,27299,21165,2797,20,1262,145,177,1733,22589,54.72,42.43,5.61,0.04,2.53,0.29,0.35,3.47,45.28
"R_3k6NFnNsdT3l5zw",53213,7.96,8.56,9.78,0.56,0.23,0.1,"Milwaukee","WI","Milwaukee city","Milwaukee-Waukesha_WI Metro Area",0.13,5,"Milwaukee city"," WI",0.5936,"High Segregation",53213,"ZCTA5 53213",532,53213,"ZCTA5 53213","Northern Midwest (Around MN)","WI",26908,6872.327,3.9154131216052,26908,12963,13945,48.18,51.82,26908,1692,1486,1521,1103,1656,5662,3636,3391,2916,2087,974,784,6.29,5.52,5.65,4.1,6.15,21.04,13.51,12.6,10.84,7.76,3.62,2.91,26908,22530,1484,85,1139,9,380,1281,83.73,5.52,0.32,4.23,0.03,1.41,4.76,12151,6826,5146,1680,477,1203,5325,2368,2957,56.18,42.35,13.83,3.93,9.9,43.82,19.49,24.34,93702,12528,12151,7106,5045,58.48,41.52,26489,1836,2317,4153,22336,6.93,8.75,15.68,84.32,26908,25818,22055,1377,69,1139,9,98,1071,1090,95.95,81.96,5.12,0.26,4.23,0.03,0.36,3.98,4.05
